latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
39.0,35.0,1147.0,10800,Europe/Istanbul,GMT+3

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),snowfall (cm)
2025-03-17T21:00,15.6,45,0.00,0.00
2025-03-17T22:00,15.0,47,0.00,0.00
2025-03-17T23:00,14.3,51,0.00,0.00
2025-03-18T00:00,14.1,53,0.00,0.00
2025-03-18T01:00,13.7,52,0.00,0.00
2025-03-18T02:00,13.9,45,0.00,0.00
2025-03-18T03:00,13.5,37,0.00,0.00
2025-03-18T04:00,12.7,38,0.00,0.00
2025-03-18T05:00,11.0,42,0.00,0.00
2025-03-18T06:00,10.6,41,0.00,0.00
2025-03-18T07:00,9.5,46,0.00,0.00
2025-03-18T08:00,9.4,56,0.00,0.00
2025-03-18T09:00,10.4,51,0.00,0.00
2025-03-18T10:00,11.5,46,0.00,0.00
2025-03-18T11:00,12.7,40,0.00,0.00
2025-03-18T12:00,13.7,35,0.00,0.00
2025-03-18T13:00,14.5,31,0.00,0.00
2025-03-18T14:00,15.0,30,0.00,0.00
2025-03-18T15:00,15.3,31,0.00,0.00
2025-03-18T16:00,15.2,32,0.00,0.00
2025-03-18T17:00,14.6,33,0.00,0.00
2025-03-18T18:00,13.6,33,0.00,0.00
2025-03-18T19:00,12.1,30,0.00,0.00
2025-03-18T20:00,10.7,29,0.00,0.00
2025-03-18T21:00,9.9,36,0.00,0.00
2025-03-18T22:00,8.6,50,0.00,0.00
2025-03-18T23:00,8.1,53,0.00,0.00
2025-03-19T00:00,7.5,66,0.00,0.00
2025-03-19T01:00,6.9,72,0.00,0.00
2025-03-19T02:00,6.1,76,0.00,0.00
2025-03-19T03:00,4.7,74,0.00,0.00
2025-03-19T04:00,4.1,72,0.00,0.00
2025-03-19T05:00,3.4,75,0.00,0.00
2025-03-19T06:00,2.7,77,0.00,0.00
2025-03-19T07:00,2.7,74,0.00,0.00
2025-03-19T08:00,2.9,69,0.00,0.00
2025-03-19T09:00,1.1,80,0.00,0.00
2025-03-19T10:00,-0.7,95,0.00,1.26
2025-03-19T11:00,-1.3,92,0.00,1.33
2025-03-19T12:00,-1.0,92,0.00,1.12
2025-03-19T13:00,-1.1,87,0.00,0.63
2025-03-19T14:00,-1.1,84,0.00,0.35
2025-03-19T15:00,-1.5,88,0.00,0.56
2025-03-19T16:00,-1.7,92,0.00,1.12
2025-03-19T17:00,-1.8,94,0.00,1.33
2025-03-19T18:00,-2.5,90,0.00,0.91
2025-03-19T19:00,-2.9,82,0.00,0.21
2025-03-19T20:00,-3.5,80,0.00,0.00
2025-03-19T21:00,-4.2,79,0.00,0.00
2025-03-19T22:00,-4.6,78,0.00,0.00
2025-03-19T23:00,-5.1,76,0.00,0.00
2025-03-20T00:00,-5.4,80,0.00,0.00
2025-03-20T01:00,-5.6,85,0.00,0.21
2025-03-20T02:00,-6.1,88,0.00,0.28
2025-03-20T03:00,-6.8,90,0.00,0.49
2025-03-20T04:00,-6.7,90,0.00,0.49
2025-03-20T05:00,-6.7,90,0.00,0.49
2025-03-20T06:00,-6.7,90,0.00,0.42
2025-03-20T07:00,-6.7,90,0.00,0.21
2025-03-20T08:00,-6.2,88,0.00,0.14
2025-03-20T09:00,-5.3,85,0.00,0.14
2025-03-20T10:00,-4.4,82,0.00,0.14
2025-03-20T11:00,-3.8,82,0.00,0.21
2025-03-20T12:00,-3.1,81,0.00,0.14
2025-03-20T13:00,-2.6,76,0.00,0.07
2025-03-20T14:00,-2.2,74,0.00,0.00
2025-03-20T15:00,-2.3,69,0.00,0.00
2025-03-20T16:00,-2.2,78,0.00,0.00
2025-03-20T17:00,-2.6,81,0.00,0.07
2025-03-20T18:00,-3.2,83,0.00,0.07
2025-03-20T19:00,-3.7,86,0.00,0.07
2025-03-20T20:00,-4.3,88,0.00,0.07
2025-03-20T21:00,-4.1,93,0.00,0.14
2025-03-20T22:00,-4.6,92,0.00,0.00
2025-03-20T23:00,-4.7,85,0.00,0.00
2025-03-21T00:00,-5.1,85,0.00,0.00
2025-03-21T01:00,-5.5,87,0.00,0.00
2025-03-21T02:00,-5.6,90,0.00,0.00
2025-03-21T03:00,-5.1,91,0.00,0.00
2025-03-21T04:00,-5.1,90,0.00,0.00
2025-03-21T05:00,-4.9,91,0.00,0.00
2025-03-21T06:00,-5.0,93,0.00,0.00
2025-03-21T07:00,-4.7,92,0.00,0.00
2025-03-21T08:00,-4.2,90,0.00,0.07
2025-03-21T09:00,-3.6,88,0.00,0.14
2025-03-21T10:00,-2.7,84,0.00,0.07
2025-03-21T11:00,-2.2,86,0.00,0.07
2025-03-21T12:00,-1.9,86,0.00,0.42
2025-03-21T13:00,-1.4,86,0.00,0.28
2025-03-21T14:00,-1.2,83,0.00,0.14
2025-03-21T15:00,-1.3,78,0.00,0.21
2025-03-21T16:00,-0.8,76,0.00,0.07
2025-03-21T17:00,-0.6,73,0.00,0.00
2025-03-21T18:00,-0.8,75,0.00,0.00
2025-03-21T19:00,-2.2,81,0.00,0.00
2025-03-21T20:00,-3.6,85,0.00,0.00
2025-03-21T21:00,-4.0,87,0.00,0.00
2025-03-21T22:00,-3.8,89,0.00,0.00
2025-03-21T23:00,-3.6,92,0.00,0.00
2025-03-22T00:00,-4.1,97,0.00,0.00
2025-03-22T01:00,-5.1,99,0.00,0.00
2025-03-22T02:00,-5.5,100,0.00,0.00
2025-03-22T03:00,-5.0,99,0.00,0.00
2025-03-22T04:00,-5.4,100,0.00,0.00
2025-03-22T05:00,-5.6,100,0.00,0.00
2025-03-22T06:00,-6.2,99,0.00,0.00
2025-03-22T07:00,-6.6,99,0.00,0.00
2025-03-22T08:00,-4.7,97,0.00,0.00
2025-03-22T09:00,-1.4,85,0.00,0.00
2025-03-22T10:00,-0.1,75,0.00,0.00
2025-03-22T11:00,1.1,68,0.00,0.00
2025-03-22T12:00,1.7,65,0.00,0.00
2025-03-22T13:00,2.5,63,0.00,0.00
2025-03-22T14:00,3.1,61,0.00,0.00
2025-03-22T15:00,3.0,57,0.00,0.00
2025-03-22T16:00,3.3,57,0.00,0.00
2025-03-22T17:00,3.3,58,0.00,0.00
2025-03-22T18:00,3.4,57,0.00,0.00
2025-03-22T19:00,3.0,62,0.00,0.00
2025-03-22T20:00,2.2,69,0.00,0.00
2025-03-22T21:00,1.5,73,0.00,0.00
2025-03-22T22:00,1.1,73,0.00,0.00
2025-03-22T23:00,0.9,71,0.00,0.00
2025-03-23T00:00,0.4,73,0.00,0.00
2025-03-23T01:00,-0.0,74,0.00,0.00
2025-03-23T02:00,-0.5,77,0.00,0.00
2025-03-23T03:00,-1.8,89,0.00,0.00
2025-03-23T04:00,-2.1,88,0.00,0.00
2025-03-23T05:00,-2.0,86,0.00,0.00
2025-03-23T06:00,-2.5,83,0.00,0.00
2025-03-23T07:00,-2.5,84,0.00,0.00
2025-03-23T08:00,-1.2,82,0.00,0.00
2025-03-23T09:00,1.8,74,0.00,0.00
2025-03-23T10:00,3.7,64,0.00,0.00
2025-03-23T11:00,5.5,58,0.00,0.00
2025-03-23T12:00,7.0,52,0.00,0.00
2025-03-23T13:00,8.1,50,0.00,0.00
2025-03-23T14:00,9.0,47,0.00,0.00
2025-03-23T15:00,10.4,31,0.00,0.00
2025-03-23T16:00,10.6,32,0.00,0.00
2025-03-23T17:00,10.6,34,0.00,0.00
2025-03-23T18:00,10.3,36,0.00,0.00
2025-03-23T19:00,8.7,46,0.00,0.00
2025-03-23T20:00,6.7,55,0.00,0.00
2025-03-23T21:00,5.2,58,0.00,0.00
2025-03-23T22:00,3.9,59,0.00,0.00
2025-03-23T23:00,3.2,55,0.00,0.00
2025-03-24T00:00,3.3,51,0.00,0.00
2025-03-24T01:00,3.6,50,0.00,0.00
2025-03-24T02:00,3.9,54,0.00,0.00
2025-03-24T03:00,4.4,57,0.00,0.00
2025-03-24T04:00,4.4,58,0.00,0.00
2025-03-24T05:00,4.4,59,0.00,0.00
2025-03-24T06:00,3.2,68,0.00,0.00
2025-03-24T07:00,3.3,69,0.00,0.00
2025-03-24T08:00,3.7,73,0.00,0.00
2025-03-24T09:00,6.8,62,0.00,0.00
2025-03-24T10:00,9.6,45,0.00,0.00
2025-03-24T11:00,11.4,41,0.00,0.00
2025-03-24T12:00,12.1,41,0.00,0.00
2025-03-24T13:00,13.2,40,0.00,0.00
2025-03-24T14:00,13.8,42,0.00,0.00
2025-03-24T15:00,14.4,44,0.00,0.00
2025-03-24T16:00,14.1,40,0.00,0.00
2025-03-24T17:00,13.8,45,0.00,0.00
2025-03-24T18:00,13.5,48,0.00,0.00
2025-03-24T19:00,12.3,54,0.00,0.00
2025-03-24T20:00,11.0,58,0.00,0.00
2025-03-24T21:00,10.9,62,0.00,0.00
2025-03-24T22:00,10.5,64,0.00,0.00
2025-03-24T23:00,10.1,69,0.00,0.00
2025-03-25T00:00,10.2,72,0.00,0.00
2025-03-25T01:00,9.9,74,0.00,0.00
2025-03-25T02:00,9.4,76,0.00,0.00
2025-03-25T03:00,10.0,74,0.00,0.00
2025-03-25T04:00,9.3,78,0.00,0.00
2025-03-25T05:00,9.2,80,0.00,0.00
2025-03-25T06:00,8.9,82,0.00,0.00
2025-03-25T07:00,9.1,80,0.00,0.00
2025-03-25T08:00,9.5,79,0.00,0.00
2025-03-25T09:00,11.0,76,0.00,0.00
2025-03-25T10:00,13.1,65,0.00,0.00
2025-03-25T11:00,14.2,60,0.00,0.00
2025-03-25T12:00,15.3,56,0.00,0.00
2025-03-25T13:00,16.5,52,0.00,0.00
2025-03-25T14:00,17.8,48,0.00,0.00
2025-03-25T15:00,19.0,37,0.00,0.00
2025-03-25T16:00,18.9,37,0.00,0.00
2025-03-25T17:00,18.7,35,0.00,0.00
2025-03-25T18:00,18.2,33,0.00,0.00
2025-03-25T19:00,16.5,38,0.00,0.00
2025-03-25T20:00,14.2,43,0.00,0.00
2025-03-25T21:00,13.2,47,0.00,0.00
2025-03-25T22:00,12.4,49,0.00,0.00
2025-03-25T23:00,10.9,55,0.00,0.00
2025-03-26T00:00,10.5,58,0.00,0.00
2025-03-26T01:00,10.2,57,0.00,0.00
2025-03-26T02:00,10.3,54,0.00,0.00
2025-03-26T03:00,9.7,56,0.00,0.00
2025-03-26T04:00,8.8,64,0.00,0.00
2025-03-26T05:00,8.7,67,0.00,0.00
2025-03-26T06:00,7.8,74,0.00,0.00
2025-03-26T07:00,7.3,76,0.00,0.00
2025-03-26T08:00,8.7,70,0.00,0.00
2025-03-26T09:00,12.3,61,0.00,0.00
2025-03-26T10:00,15.9,43,0.00,0.00
2025-03-26T11:00,17.7,32,0.00,0.00
2025-03-26T12:00,18.0,30,0.00,0.00
2025-03-26T13:00,18.3,27,0.00,0.00
2025-03-26T14:00,18.9,25,0.00,0.00
2025-03-26T15:00,19.5,24,0.00,0.00
2025-03-26T16:00,19.2,31,0.00,0.00
2025-03-26T17:00,18.6,32,0.00,0.00
2025-03-26T18:00,17.7,29,0.00,0.00
2025-03-26T19:00,16.1,30,0.00,0.00
2025-03-26T20:00,15.0,32,0.00,0.00
2025-03-26T21:00,14.1,33,0.00,0.00
2025-03-26T22:00,13.0,37,0.00,0.00
2025-03-26T23:00,12.2,39,0.00,0.00
2025-03-27T00:00,11.0,39,0.00,0.00
2025-03-27T01:00,10.2,43,0.00,0.00
2025-03-27T02:00,9.3,47,0.00,0.00
2025-03-27T03:00,9.5,50,0.00,0.00
2025-03-27T04:00,9.0,53,0.00,0.00
2025-03-27T05:00,9.5,51,0.00,0.00
2025-03-27T06:00,8.7,53,0.00,0.00
2025-03-27T07:00,8.9,54,0.00,0.00
2025-03-27T08:00,9.4,54,0.00,0.00
2025-03-27T09:00,12.1,48,0.00,0.00
2025-03-27T10:00,14.9,38,0.00,0.00
2025-03-27T11:00,17.3,32,0.00,0.00
2025-03-27T12:00,19.4,28,0.00,0.00
2025-03-27T13:00,20.4,27,0.00,0.00
2025-03-27T14:00,21.2,26,0.00,0.00
2025-03-27T15:00,21.5,25,0.00,0.00
2025-03-27T16:00,21.6,24,0.00,0.00
2025-03-27T17:00,21.2,25,0.00,0.00
2025-03-27T18:00,20.8,25,0.00,0.00
2025-03-27T19:00,18.5,33,0.00,0.00
2025-03-27T20:00,16.9,36,0.00,0.00
2025-03-27T21:00,16.4,36,0.00,0.00
2025-03-27T22:00,15.8,35,0.00,0.00
2025-03-27T23:00,14.3,36,0.00,0.00
2025-03-28T00:00,13.1,40,0.00,0.00
2025-03-28T01:00,11.9,48,0.00,0.00
2025-03-28T02:00,11.1,54,0.00,0.00
2025-03-28T03:00,10.3,62,0.00,0.00
2025-03-28T04:00,10.0,62,0.00,0.00
2025-03-28T05:00,9.7,60,0.00,0.00
2025-03-28T06:00,8.8,62,0.00,0.00
2025-03-28T07:00,8.5,64,0.00,0.00
2025-03-28T08:00,10.1,61,0.00,0.00
2025-03-28T09:00,13.4,57,0.00,0.00
2025-03-28T10:00,16.8,37,0.00,0.00
2025-03-28T11:00,19.1,32,0.00,0.00
2025-03-28T12:00,21.6,28,0.00,0.00
2025-03-28T13:00,22.6,25,0.00,0.00
2025-03-28T14:00,23.2,23,0.00,0.00
2025-03-28T15:00,24.0,21,0.00,0.00
2025-03-28T16:00,23.1,22,0.00,0.00
2025-03-28T17:00,22.6,23,0.00,0.00
2025-03-28T18:00,21.7,25,0.00,0.00
2025-03-28T19:00,19.7,30,0.00,0.00
2025-03-28T20:00,18.4,33,0.00,0.00
2025-03-28T21:00,17.7,29,0.00,0.00
2025-03-28T22:00,16.9,31,0.00,0.00
2025-03-28T23:00,16.0,32,0.00,0.00
2025-03-29T00:00,15.7,32,0.00,0.00
2025-03-29T01:00,14.9,35,0.00,0.00
2025-03-29T02:00,14.1,35,0.00,0.00
2025-03-29T03:00,13.4,42,0.00,0.00
2025-03-29T04:00,12.7,44,0.00,0.00
2025-03-29T05:00,11.9,49,0.00,0.00
2025-03-29T06:00,12.8,43,0.00,0.00
2025-03-29T07:00,14.7,36,0.00,0.00
2025-03-29T08:00,16.5,32,0.00,0.00
2025-03-29T09:00,18.0,28,0.00,0.00
2025-03-29T10:00,19.2,26,0.00,0.00
2025-03-29T11:00,19.6,28,0.00,0.00
2025-03-29T12:00,18.1,40,0.00,0.00
2025-03-29T13:00,18.9,38,0.00,0.00
2025-03-29T14:00,19.3,38,0.00,0.00
2025-03-29T15:00,19.7,35,0.00,0.00
2025-03-29T16:00,19.1,36,0.00,0.00
2025-03-29T17:00,18.1,34,0.00,0.00
2025-03-29T18:00,16.7,39,0.00,0.00
2025-03-29T19:00,15.0,42,0.00,0.00
2025-03-29T20:00,13.8,41,0.00,0.00
2025-03-29T21:00,12.8,42,0.00,0.00
2025-03-29T22:00,12.1,44,0.00,0.00
2025-03-29T23:00,11.5,48,0.00,0.00
2025-03-30T00:00,11.1,49,0.00,0.00
2025-03-30T01:00,10.5,55,0.00,0.00
2025-03-30T02:00,10.1,58,0.00,0.00
2025-03-30T03:00,9.2,60,0.00,0.00
2025-03-30T04:00,8.6,59,0.00,0.00
2025-03-30T05:00,7.4,55,0.00,0.00
2025-03-30T06:00,5.9,56,0.00,0.00
2025-03-30T07:00,6.4,55,0.00,0.00
2025-03-30T08:00,7.8,53,0.00,0.00
2025-03-30T09:00,10.3,43,0.00,0.00
2025-03-30T10:00,11.9,40,0.00,0.00
2025-03-30T11:00,13.3,37,0.00,0.00
2025-03-30T12:00,14.1,36,0.00,0.00
2025-03-30T13:00,15.4,33,0.00,0.00
2025-03-30T14:00,16.4,30,0.00,0.00
2025-03-30T15:00,16.1,29,0.00,0.00
2025-03-30T16:00,16.4,26,0.00,0.00
2025-03-30T17:00,15.8,27,0.00,0.00
2025-03-30T18:00,14.8,33,0.00,0.00
2025-03-30T19:00,13.5,41,0.00,0.00
2025-03-30T20:00,12.0,55,0.00,0.00
2025-03-30T21:00,10.7,63,0.00,0.00
2025-03-30T22:00,10.1,64,0.00,0.00
2025-03-30T23:00,9.1,71,0.00,0.00
2025-03-31T00:00,9.3,66,0.00,0.00
2025-03-31T01:00,8.8,61,0.00,0.00
2025-03-31T02:00,8.3,62,0.00,0.00
2025-03-31T03:00,8.0,63,0.00,0.00
2025-03-31T04:00,7.6,65,0.00,0.00
2025-03-31T05:00,7.3,66,0.00,0.00
2025-03-31T06:00,6.8,68,0.00,0.00
2025-03-31T07:00,6.5,69,0.00,0.00
2025-03-31T08:00,7.8,62,0.00,0.00
2025-03-31T09:00,9.7,53,0.00,0.00
2025-03-31T10:00,11.1,49,0.00,0.00
2025-03-31T11:00,12.5,44,0.00,0.00
2025-03-31T12:00,13.8,38,0.00,0.00
2025-03-31T13:00,14.9,35,0.00,0.00
2025-03-31T14:00,15.5,33,0.00,0.00
2025-03-31T15:00,16.3,29,0.00,0.00
2025-03-31T16:00,16.7,27,0.00,0.00
2025-03-31T17:00,16.4,28,0.00,0.00
2025-03-31T18:00,15.6,25,0.00,0.00
2025-03-31T19:00,13.9,30,0.00,0.00
2025-03-31T20:00,12.3,39,0.00,0.00
2025-03-31T21:00,11.3,44,0.00,0.00
2025-03-31T22:00,10.3,53,0.00,0.00
2025-03-31T23:00,8.6,61,0.00,0.00
2025-04-01T00:00,7.3,69,0.00,0.00
2025-04-01T01:00,7.0,69,0.00,0.00
2025-04-01T02:00,6.9,68,0.00,0.00
2025-04-01T03:00,6.4,74,0.00,0.00
2025-04-01T04:00,6.2,73,0.00,0.00
2025-04-01T05:00,6.2,71,0.00,0.00
2025-04-01T06:00,6.2,73,0.00,0.00
2025-04-01T07:00,6.1,75,0.00,0.00
2025-04-01T08:00,8.3,65,0.00,0.00
2025-04-01T09:00,11.0,53,0.00,0.00
2025-04-01T10:00,13.2,46,0.00,0.00
2025-04-01T11:00,14.9,37,0.00,0.00
2025-04-01T12:00,16.5,33,0.00,0.00
2025-04-01T13:00,17.1,29,0.00,0.00
2025-04-01T14:00,17.3,28,0.00,0.00
2025-04-01T15:00,17.4,29,0.00,0.00
2025-04-01T16:00,16.6,31,0.00,0.00
2025-04-01T17:00,15.5,36,0.00,0.00
2025-04-01T18:00,13.8,48,0.00,0.00
2025-04-01T19:00,12.2,59,0.40,0.00
2025-04-01T20:00,11.4,65,0.20,0.00
2025-04-01T21:00,11.3,65,0.30,0.00
2025-04-01T22:00,10.5,71,0.00,0.00
2025-04-01T23:00,10.0,73,0.00,0.00
2025-04-02T00:00,9.8,74,0.00,0.00
2025-04-02T01:00,9.1,76,0.00,0.00
2025-04-02T02:00,8.6,76,0.00,0.00
2025-04-02T03:00,8.2,80,0.00,0.00
2025-04-02T04:00,7.3,86,0.00,0.00
2025-04-02T05:00,6.7,89,0.00,0.00
2025-04-02T06:00,6.7,90,0.00,0.00
2025-04-02T07:00,6.8,89,0.00,0.00
2025-04-02T08:00,8.6,84,0.00,0.00
2025-04-02T09:00,10.6,69,0.00,0.00
2025-04-02T10:00,11.3,69,0.00,0.00
2025-04-02T11:00,11.6,71,0.00,0.00
2025-04-02T12:00,12.4,65,0.00,0.00
2025-04-02T13:00,13.2,61,0.00,0.00
2025-04-02T14:00,13.2,61,0.00,0.00
2025-04-02T15:00,14.4,42,0.30,0.00
2025-04-02T16:00,13.8,49,0.00,0.00
2025-04-02T17:00,13.9,43,0.00,0.00
2025-04-02T18:00,13.0,55,0.00,0.00
2025-04-02T19:00,12.2,56,0.00,0.00
2025-04-02T20:00,11.4,51,0.00,0.00
2025-04-02T21:00,10.3,61,0.00,0.00
2025-04-02T22:00,9.7,65,0.00,0.00
2025-04-02T23:00,8.9,73,0.00,0.00
2025-04-03T00:00,8.3,78,0.00,0.00
2025-04-03T01:00,7.7,83,0.00,0.00
2025-04-03T02:00,7.3,84,0.00,0.00
2025-04-03T03:00,7.4,83,0.00,0.00
2025-04-03T04:00,6.9,84,0.00,0.00
2025-04-03T05:00,6.6,85,0.00,0.00
2025-04-03T06:00,5.8,87,0.00,0.00
2025-04-03T07:00,5.5,86,0.00,0.00
2025-04-03T08:00,7.4,75,0.00,0.00
2025-04-03T09:00,9.0,68,0.00,0.00
2025-04-03T10:00,10.3,61,0.00,0.00
2025-04-03T11:00,11.4,53,0.00,0.00
2025-04-03T12:00,12.6,48,0.00,0.00
2025-04-03T13:00,13.1,46,0.00,0.00
2025-04-03T14:00,12.9,51,0.00,0.00
2025-04-03T15:00,12.0,62,0.00,0.00
2025-04-03T16:00,11.4,71,0.00,0.00
2025-04-03T17:00,10.8,71,0.00,0.00
2025-04-03T18:00,10.5,68,0.00,0.00
2025-04-03T19:00,9.7,72,0.00,0.00
2025-04-03T20:00,8.7,80,0.00,0.00
2025-04-03T21:00,8.2,82,0.00,0.00
2025-04-03T22:00,8.0,82,0.00,0.00
2025-04-03T23:00,7.7,83,0.00,0.00
2025-04-04T00:00,7.5,83,0.00,0.00
2025-04-04T01:00,7.0,85,0.00,0.00
2025-04-04T02:00,6.6,87,0.00,0.00
2025-04-04T03:00,6.1,89,0.00,0.00
2025-04-04T04:00,6.0,90,0.00,0.00
2025-04-04T05:00,5.9,91,0.00,0.00
2025-04-04T06:00,6.0,92,0.00,0.00
2025-04-04T07:00,6.0,94,0.00,0.00
2025-04-04T08:00,6.8,93,0.00,0.00
2025-04-04T09:00,7.9,81,0.20,0.00
2025-04-04T10:00,8.2,78,0.30,0.00
2025-04-04T11:00,9.2,75,0.10,0.00
2025-04-04T12:00,10.2,71,0.00,0.00
2025-04-04T13:00,10.7,70,0.00,0.00
2025-04-04T14:00,11.4,66,0.00,0.00
2025-04-04T15:00,12.8,49,0.00,0.00
2025-04-04T16:00,12.5,49,0.00,0.00
2025-04-04T17:00,12.1,52,0.00,0.00
2025-04-04T18:00,11.2,57,0.00,0.00
2025-04-04T19:00,10.6,61,0.00,0.00
2025-04-04T20:00,9.6,70,0.00,0.00
2025-04-04T21:00,8.5,79,0.00,0.00
2025-04-04T22:00,8.0,80,0.00,0.00
2025-04-04T23:00,7.5,82,0.00,0.00
2025-04-05T00:00,6.6,87,0.00,0.00
2025-04-05T01:00,6.0,90,0.00,0.00
2025-04-05T02:00,5.8,90,0.00,0.00
2025-04-05T03:00,5.9,91,0.00,0.00
2025-04-05T04:00,5.9,90,0.00,0.00
2025-04-05T05:00,5.8,89,0.00,0.00
2025-04-05T06:00,5.0,91,0.00,0.00
2025-04-05T07:00,5.0,91,0.00,0.00
2025-04-05T08:00,6.1,89,0.00,0.00
2025-04-05T09:00,8.0,77,0.00,0.00
2025-04-05T10:00,9.4,64,0.00,0.00
2025-04-05T11:00,10.5,59,0.00,0.00
2025-04-05T12:00,11.0,56,0.00,0.00
2025-04-05T13:00,11.8,55,0.00,0.00
2025-04-05T14:00,12.1,57,0.00,0.00
2025-04-05T15:00,12.8,50,0.00,0.00
2025-04-05T16:00,12.6,50,0.00,0.00
2025-04-05T17:00,12.3,50,0.00,0.00
2025-04-05T18:00,10.8,61,0.00,0.00
2025-04-05T19:00,9.8,65,0.00,0.00
2025-04-05T20:00,8.5,75,0.00,0.00
2025-04-05T21:00,7.6,83,0.00,0.00
2025-04-05T22:00,7.6,84,0.00,0.00
2025-04-05T23:00,7.4,85,0.00,0.00
2025-04-06T00:00,7.1,89,0.00,0.00
2025-04-06T01:00,6.8,86,0.00,0.00
2025-04-06T02:00,6.5,85,0.00,0.00
2025-04-06T03:00,6.4,81,0.00,0.00
2025-04-06T04:00,6.0,80,0.00,0.00
2025-04-06T05:00,5.6,82,0.00,0.00
2025-04-06T06:00,5.4,87,0.00,0.00
2025-04-06T07:00,5.5,88,0.00,0.00
2025-04-06T08:00,7.0,84,0.00,0.00
2025-04-06T09:00,8.9,71,0.00,0.00
2025-04-06T10:00,10.4,63,0.00,0.00
2025-04-06T11:00,11.5,54,0.00,0.00
2025-04-06T12:00,12.4,51,0.00,0.00
2025-04-06T13:00,13.8,40,0.00,0.00
2025-04-06T14:00,14.1,37,0.00,0.00
2025-04-06T15:00,14.1,36,0.00,0.00
2025-04-06T16:00,13.5,40,0.00,0.00
2025-04-06T17:00,13.0,41,0.00,0.00
2025-04-06T18:00,12.4,44,0.00,0.00
2025-04-06T19:00,11.3,55,0.00,0.00
2025-04-06T20:00,9.7,66,0.00,0.00
2025-04-06T21:00,8.9,70,0.00,0.00
2025-04-06T22:00,8.7,70,0.00,0.00
2025-04-06T23:00,8.8,67,0.00,0.00
2025-04-07T00:00,8.6,70,0.00,0.00
2025-04-07T01:00,8.2,71,0.00,0.00
2025-04-07T02:00,7.9,71,0.00,0.00
2025-04-07T03:00,7.1,78,0.00,0.00
2025-04-07T04:00,6.2,81,0.00,0.00
2025-04-07T05:00,5.4,80,0.00,0.00
2025-04-07T06:00,4.6,78,0.00,0.00
2025-04-07T07:00,4.2,80,0.00,0.00
2025-04-07T08:00,6.0,81,0.00,0.00
2025-04-07T09:00,10.1,59,0.00,0.00
2025-04-07T10:00,11.9,51,0.00,0.00
2025-04-07T11:00,13.5,46,0.00,0.00
2025-04-07T12:00,14.4,40,0.00,0.00
2025-04-07T13:00,14.9,39,0.00,0.00
2025-04-07T14:00,15.7,33,0.00,0.00
2025-04-07T15:00,16.1,29,0.00,0.00
2025-04-07T16:00,15.8,27,0.00,0.00
2025-04-07T17:00,14.8,30,0.00,0.00
2025-04-07T18:00,14.2,33,0.00,0.00
2025-04-07T19:00,12.9,39,0.00,0.00
2025-04-07T20:00,11.3,46,0.00,0.00
2025-04-07T21:00,10.3,47,0.00,0.00
2025-04-07T22:00,8.6,56,0.00,0.00
2025-04-07T23:00,7.3,63,0.00,0.00
2025-04-08T00:00,7.2,62,0.00,0.00
2025-04-08T01:00,7.3,61,0.00,0.00
2025-04-08T02:00,7.4,62,0.00,0.00
2025-04-08T03:00,7.7,64,0.00,0.00
2025-04-08T04:00,7.5,66,0.00,0.00
2025-04-08T05:00,7.1,69,0.00,0.00
2025-04-08T06:00,6.6,73,0.00,0.00
2025-04-08T07:00,6.3,76,0.00,0.00
2025-04-08T08:00,7.8,74,0.00,0.00
2025-04-08T09:00,10.8,59,0.00,0.00
2025-04-08T10:00,12.4,53,0.00,0.00
2025-04-08T11:00,13.5,46,0.00,0.00
2025-04-08T12:00,14.4,41,0.00,0.00
2025-04-08T13:00,15.6,36,0.00,0.00
2025-04-08T14:00,16.1,35,0.00,0.00
2025-04-08T15:00,16.4,34,0.00,0.00
2025-04-08T16:00,16.2,35,0.00,0.00
2025-04-08T17:00,16.0,35,0.00,0.00
2025-04-08T18:00,12.9,62,0.00,0.00
2025-04-08T19:00,11.6,68,0.00,0.00
2025-04-08T20:00,10.1,78,0.30,0.00
2025-04-08T21:00,9.1,82,0.10,0.00
2025-04-08T22:00,8.4,86,0.00,0.00
2025-04-08T23:00,7.4,86,0.00,0.00
2025-04-09T00:00,6.5,86,0.00,0.00
2025-04-09T01:00,5.9,89,0.00,0.00
2025-04-09T02:00,5.6,92,0.00,0.00
2025-04-09T03:00,4.8,92,0.00,0.00
2025-04-09T04:00,4.9,93,0.00,0.00
2025-04-09T05:00,4.8,92,0.00,0.00
2025-04-09T06:00,4.6,91,0.00,0.00
2025-04-09T07:00,4.6,90,0.40,0.00
2025-04-09T08:00,4.9,91,1.50,0.00
2025-04-09T09:00,5.8,88,1.70,0.00
2025-04-09T10:00,6.7,85,1.50,0.00
2025-04-09T11:00,7.6,86,1.70,0.00
2025-04-09T12:00,6.8,91,1.10,0.00
2025-04-09T13:00,7.7,88,0.20,0.00
2025-04-09T14:00,7.2,89,0.90,0.00
2025-04-09T15:00,9.8,72,0.00,0.00
2025-04-09T16:00,9.6,74,0.00,0.00
2025-04-09T17:00,8.0,79,0.00,0.00
2025-04-09T18:00,6.4,82,0.00,0.00
2025-04-09T19:00,5.7,85,0.40,0.00
2025-04-09T20:00,5.0,89,0.80,0.00
